GCA_000807975.1|L747_04235	GCA_000833405.1|N624_2101	GCA_002017995.1|LG101_04940	GCA_002117225.1|AZI09_07150	GCA_002117325.1|AZI10_07490	GCA_002117345.1|AZI11_05660	GCA_002117375.1|AZI12_05705	GCA_002532155.1|OJNHFJDN_02015	GCA_003184305.1|CCS05_05705	GCA_006228205.1|UCCLBBS124_1016	GCA_006228225.1|SAC12_1027	GCA_006228245.1|UCCLB556_0915	GCA_006228265.1|UCCLB95_0944	GCA_006228285.1|UCCLBBS449_1461	GCA_006228305.1|UCCLB521_0913	GCA_006538845.1|LBR02_04100	GCA_006538905.1|LBR03_06560	GCA_009741845.1|GII22_05300	GCA_015238595.1|GNY08_04930	GCA_020509325.1|IAX23_01750	GCA_020741515.1|K8V89_06970	GCA_021383565.1|KB236_03110	GCA_021384395.1|LL940_08405	GCA_021384405.1|LL937_11265	GCA_021384415.1|LLM24_11545	GCA_021384445.1|LL939_11805	GCA_021384495.1|LL934_11605	GCA_021384505.1|LL942_08215	GCA_021384515.1|LL938_11375	GCA_021384555.1|LL945_08350	GCA_021384565.1|LL941_11280	GCA_021384595.1|LL943_11540	GCA_021384615.1|LL936_07325	GCA_024330045.1|NMO39_01585	GCA_025194305.1|EFR96_09720	GCA_025194385.1|EFS16_10930	GCA_025194405.1|EFS18_01470	GCA_025194465.1|EFS17_11505	GCA_025194515.1|EFS12_04465	GCA_025194545.1|EFS11_10945	GCA_025447255.1|N7L94_05160	GCA_026410225.1|OSJ94_03145	GCA_026622905.1|HJNLGKMP_01941	GCA_026626025.1|ORR04_01230	GCA_030378305.1|QTN53_04925	GCA_039839865.1|ABGN26_01790	GCA_900116945.1|NDEPAJBD_00380	GCA_900116975.1|HKAJCJDL_01745	GCA_900116995.1|IKIEPMFM_00932	GCA_900117015.1|BBJIONDP_01706	GCA_900117025.1|PHHBCBHJ_02442	GCA_900117045.1|KIFFLEHN_00217	GCA_902386565.1|JIJAMNCH_00290	GCA_925279105.1|FBDNDNPJ_00628	GCF_001010995.1|AAX72_RS01410	GCF_001923045.1|ADT67_RS10745	GCA_023744035.1|NE295_08615	GCF_001636145.1|AWV73_RS04645
GCA_006228265.1|UCCLB95_1459	GCA_006228245.1|UCCLB556_0766	GCA_030378305.1|QTN53_04050	GCA_000807975.1|L747_03145	GCA_021384505.1|LL942_00280	GCA_000833405.1|N624_1449	GCA_025194385.1|EFS16_10745	GCA_900117025.1|PHHBCBHJ_01725	GCA_020509325.1|IAX23_03005	GCA_021384595.1|LL943_02260	GCA_021384565.1|LL941_02975	GCA_021384415.1|LLM24_02980	GCA_026626025.1|ORR04_00355	GCA_025447255.1|N7L94_04260	GCA_006228225.1|SAC12_0868	GCA_023744035.1|NE295_07740	GCA_021384495.1|LL934_00330	GCA_002117345.1|AZI11_04755	GCA_025194305.1|EFR96_08580	GCA_020741515.1|K8V89_09620	GCA_009741845.1|GII22_09800	GCA_002117375.1|AZI12_04790	GCA_025194465.1|EFS17_08065	GCA_002532155.1|OJNHFJDN_01601	GCA_925279105.1|FBDNDNPJ_01935	GCA_003184305.1|CCS05_04455	GCA_021384405.1|LL937_02980	GCA_021384615.1|LL936_01970	GCA_902386565.1|JIJAMNCH_01261	GCA_006538845.1|LBR02_03260	GCA_002017995.1|LG101_04080	GCA_006538905.1|LBR03_08030	GCA_900116945.1|NDEPAJBD_02526	GCA_021384445.1|LL939_00470	GCA_900116995.1|IKIEPMFM_00266	GCA_006228205.1|UCCLBBS124_0861	GCA_025194515.1|EFS12_09555	GCA_900117045.1|KIFFLEHN_00660	GCA_002117225.1|AZI09_08050	GCA_006228285.1|UCCLBBS449_0888	GCA_006228305.1|UCCLB521_0761	GCA_025194405.1|EFS18_08650	GCA_039839865.1|ABGN26_06680	GCA_025194545.1|EFS11_05590	GCA_900116975.1|HKAJCJDL_02694	GCA_026410225.1|OSJ94_04090	GCF_001010995.1|AAX72_RS06090	GCA_021384555.1|LL945_00470	GCA_026622905.1|HJNLGKMP_01702	GCA_024330045.1|NMO39_05530	GCA_900117015.1|BBJIONDP_00151	GCA_015238595.1|GNY08_04060	GCA_021384395.1|LL940_00280	GCA_021384515.1|LL938_02990	GCF_001923045.1|ADT67_RS03950	GCA_002117325.1|AZI10_08390
GCA_025194515.1|EFS12_04930	GCA_900116945.1|NDEPAJBD_00856	GCA_021384505.1|LL942_07860	GCA_006228285.1|UCCLBBS449_0509	GCA_000807975.1|L747_08855	GCA_009741845.1|GII22_07845	GCA_006228245.1|UCCLB556_0440	GCA_900117045.1|KIFFLEHN_02742	GCA_021384595.1|LL943_07645	GCA_900116995.1|IKIEPMFM_02608	GCA_030378305.1|QTN53_02295	GCA_900116975.1|HKAJCJDL_01464	GCA_006228265.1|UCCLB95_1845	GCA_026410225.1|OSJ94_08010	GCA_015238595.1|GNY08_02170	GCA_006538905.1|LBR03_16020	GCA_021384415.1|LLM24_07745	GCA_025194305.1|EFR96_11145	GCA_025194545.1|EFS11_05270	GCA_020741515.1|K8V89_07580	GCA_021384445.1|LL939_08020	GCA_900117025.1|PHHBCBHJ_02248	GCA_006228225.1|SAC12_0462	GCA_021384405.1|LL937_07195	GCA_021384495.1|LL934_07585	GCA_023744035.1|NE295_06130	GCA_039839865.1|ABGN26_06195	GCA_002117325.1|AZI10_10190	GCA_025194405.1|EFS18_02445	GCA_025447255.1|N7L94_02450	GCA_002017995.1|LG101_02195	GCA_021384515.1|LL938_07570	GCA_900117015.1|BBJIONDP_00609	GCA_026626025.1|ORR04_06390	GCA_024330045.1|NMO39_06540	GCA_006538845.1|LBR02_14520	GCA_006228305.1|UCCLB521_0431	GCA_021384395.1|LL940_08155	GCA_006228205.1|UCCLBBS124_0520	GCA_025194385.1|EFS16_09920	GCA_003184305.1|CCS05_02700	GCF_001010995.1|AAX72_RS05970	GCA_025194465.1|EFS17_02755	GCA_021384555.1|LL945_08100	GCA_002117225.1|AZI09_09840	GCA_925279105.1|FBDNDNPJ_01396	GCA_002117375.1|AZI12_02615	GCA_021384565.1|LL941_07335	GCA_000833405.1|N624_0979	GCA_902386565.1|JIJAMNCH_01237	GCF_001923045.1|ADT67_RS08860	GCA_026622905.1|HJNLGKMP_00746	GCA_021384615.1|LL936_07290	GCA_002117345.1|AZI11_02595	GCA_002532155.1|OJNHFJDN_00283	GCA_020509325.1|IAX23_05430
GCA_000807975.1|L747_02110	GCA_002017995.1|LG101_02955	GCA_002117225.1|AZI09_09070	GCA_002117325.1|AZI10_09410	GCA_002117345.1|AZI11_03405	GCA_002117375.1|AZI12_03420	GCA_002532155.1|OJNHFJDN_01738	GCA_003184305.1|CCS05_03490	GCA_006228205.1|UCCLBBS124_0669	GCA_006228225.1|SAC12_0602	GCA_006228245.1|UCCLB556_0580	GCA_006228285.1|UCCLBBS449_0667	GCA_006228305.1|UCCLB521_0572	GCA_006538845.1|LBR02_07310	GCA_006538905.1|LBR03_08830	GCA_009741845.1|GII22_06660	GCA_015238595.1|GNY08_02920	GCA_020509325.1|IAX23_08130	GCA_020741515.1|K8V89_02570	GCA_021384395.1|LL940_07125	GCA_021384405.1|LL937_06300	GCA_021384415.1|LLM24_06730	GCA_021384445.1|LL939_07165	GCA_021384495.1|LL934_06105	GCA_021384505.1|LL942_06725	GCA_021384515.1|LL938_06425	GCA_021384555.1|LL945_06965	GCA_021384565.1|LL941_06305	GCA_021384595.1|LL943_06605	GCA_021384615.1|LL936_05965	GCA_023744035.1|NE295_06820	GCA_024330045.1|NMO39_03220	GCA_025194305.1|EFR96_03000	GCA_025194385.1|EFS16_03375	GCA_025194405.1|EFS18_07300	GCA_025194465.1|EFS17_11005	GCA_025194515.1|EFS12_07405	GCA_025194545.1|EFS11_08605	GCA_025447255.1|N7L94_03210	GCA_026410225.1|OSJ94_04505	GCA_026622905.1|HJNLGKMP_00895	GCA_030378305.1|QTN53_03075	GCA_039839865.1|ABGN26_02340	GCA_900116975.1|HKAJCJDL_02461	GCA_900116995.1|IKIEPMFM_01337	GCA_900117015.1|BBJIONDP_02068	GCA_900117025.1|PHHBCBHJ_01979	GCA_900117045.1|KIFFLEHN_02254	GCA_902386565.1|JIJAMNCH_00934	GCA_925279105.1|FBDNDNPJ_00900	GCF_001010995.1|AAX72_RS04540	GCF_001923045.1|ADT67_RS00575	GCA_006228265.1|UCCLB95_1683	GCA_026626025.1|ORR04_11440	GCA_900116945.1|NDEPAJBD_00692	GCA_021383565.1|KB236_01150
GCA_000807975.1|L747_03830	GCA_006538845.1|LBR02_04830	GCA_025194405.1|EFS18_02880	GCA_021384565.1|LL941_09770	GCA_021384515.1|LL938_05525	GCA_900117015.1|BBJIONDP_01055	GCA_002117325.1|AZI10_07865	GCA_021384415.1|LLM24_05835	GCA_039839865.1|ABGN26_10450	GCA_000833405.1|N624_2188	GCA_025447255.1|N7L94_04790	GCA_026626025.1|ORR04_00865	GCA_026410225.1|OSJ94_10640	GCA_021384495.1|LL934_10250	GCA_020741515.1|K8V89_08065	GCA_003184305.1|CCS05_05335	GCA_925279105.1|FBDNDNPJ_02254	GCA_900117045.1|KIFFLEHN_01219	GCA_006228245.1|UCCLB556_0843	GCA_021384595.1|LL943_05595	GCA_021384505.1|LL942_04750	GCA_025194515.1|EFS12_08220	GCA_023744035.1|NE295_08245	GCA_021384445.1|LL939_06080	GCA_902386565.1|JIJAMNCH_00365	GCA_025194545.1|EFS11_09345	GCA_900117025.1|PHHBCBHJ_00031	GCA_006538905.1|LBR03_19360	GCA_900116995.1|IKIEPMFM_02266	GCA_025194305.1|EFR96_10280	GCA_900116975.1|HKAJCJDL_01653	GCA_006228205.1|UCCLBBS124_0943	GCF_001010995.1|AAX72_RS01770	GCA_009741845.1|GII22_11020	GCA_002117375.1|AZI12_05340	GCA_006228305.1|UCCLB521_0841	GCA_002117345.1|AZI11_05295	GCA_025194385.1|EFS16_06155	GCA_020509325.1|IAX23_02115	GCA_006228265.1|UCCLB95_0867	GCA_021384555.1|LL945_04750	GCA_006228225.1|SAC12_0950	GCA_015238595.1|GNY08_04565	GCA_006228285.1|UCCLBBS449_1543	GCA_900116945.1|NDEPAJBD_02361	GCA_002532155.1|OJNHFJDN_01942	GCA_021384405.1|LL937_09840	GCA_024330045.1|NMO39_10600	GCA_025194465.1|EFS17_09875	GCA_030378305.1|QTN53_04560	GCA_002117225.1|AZI09_07525	GCA_002017995.1|LG101_04575	GCA_021384395.1|LL940_04765	GCA_021384615.1|LL936_10245	GCA_026622905.1|HJNLGKMP_01473	GCF_001923045.1|ADT67_RS08430
GCA_006228245.1|UCCLB556_1730	GCA_039839865.1|ABGN26_07630	GCA_025194405.1|EFS18_00605	GCA_003184305.1|CCS05_09700	GCA_006228225.1|SAC12_1903	GCA_021384415.1|LLM24_04860	GCA_025194515.1|EFS12_01320	GCA_026622905.1|HJNLGKMP_00089	GCA_900116995.1|IKIEPMFM_01297	GCA_002532155.1|OJNHFJDN_00933	GCA_025447255.1|N7L94_09570	GCA_026410225.1|OSJ94_06110	GCF_001010995.1|AAX72_RS00950	GCA_021384405.1|LL937_04710	GCA_024330045.1|NMO39_08815	GCA_900116945.1|NDEPAJBD_01331	GCA_006538845.1|LBR02_01430	GCA_025194545.1|EFS11_04865	GCA_009741845.1|GII22_01210	GCA_021384445.1|LL939_04975	GCA_025194305.1|EFR96_07975	GCA_002117375.1|AZI12_10235	GCA_900117015.1|BBJIONDP_01574	GCA_021384565.1|LL941_04710	GCA_900117045.1|KIFFLEHN_00256	GCA_002117225.1|AZI09_02720	GCA_006228305.1|UCCLB521_1661	GCA_900117025.1|PHHBCBHJ_02583	GCA_021384515.1|LL938_04725	GCA_002017995.1|LG101_08940	GCA_000807975.1|L747_08250	GCA_006538905.1|LBR03_14700	GCA_925279105.1|FBDNDNPJ_00193	GCA_021384495.1|LL934_04410	GCA_006228265.1|UCCLB95_0491	GCA_000833405.1|N624_2371	GCA_006228285.1|UCCLBBS449_1964	GCA_021384595.1|LL943_04285	GCA_021384505.1|LL942_05540	GCA_026626025.1|ORR04_05920	GCA_021384395.1|LL940_05885	GCA_020509325.1|IAX23_09750	GCA_025194385.1|EFS16_01015	GCA_902386565.1|JIJAMNCH_00192	GCA_023744035.1|NE295_01530	GCA_021384615.1|LL936_10555	GCF_001923045.1|ADT67_RS06135	GCA_021384555.1|LL945_05675	GCA_002117345.1|AZI11_10180	GCA_020741515.1|K8V89_11245	GCA_015238595.1|GNY08_09500	GCA_030378305.1|QTN53_09290	GCA_025194465.1|EFS17_00640	GCA_900116975.1|HKAJCJDL_00156	GCA_006228205.1|UCCLBBS124_1938	GCA_002117325.1|AZI10_02690
GCA_026626025.1|ORR04_01295	GCA_025194465.1|EFS17_11440	GCA_021384395.1|LL940_08470	GCA_023744035.1|NE295_08680	GCA_009741845.1|GII22_05365	GCA_025194385.1|EFS16_10995	GCA_020741515.1|K8V89_07035	GCA_030378305.1|QTN53_04990	GCA_925279105.1|FBDNDNPJ_00641	GCA_900117025.1|PHHBCBHJ_02455	GCA_900116945.1|NDEPAJBD_00367	GCA_006538905.1|LBR03_06690	GCA_021384565.1|LL941_08495	GCA_002117325.1|AZI10_07425	GCA_026410225.1|OSJ94_03080	GCA_902386565.1|JIJAMNCH_00277	GCA_026622905.1|HJNLGKMP_01954	GCA_021384495.1|LL934_08660	GCA_900116975.1|HKAJCJDL_01758	GCA_002117345.1|AZI11_05725	GCA_025194405.1|EFS18_13170	GCA_025194515.1|EFS12_04400	GCA_039839865.1|ABGN26_01725	GCF_001923045.1|ADT67_RS10680	GCA_021384595.1|LL943_08805	GCA_900117015.1|BBJIONDP_01719	GCA_020509325.1|IAX23_01685	GCA_006228285.1|UCCLBBS449_1448	GCA_006228305.1|UCCLB521_0926	GCA_002117225.1|AZI09_07085	GCA_025447255.1|N7L94_05225	GCA_900117045.1|KIFFLEHN_00230	GCF_001010995.1|AAX72_RS01345	GCA_006228205.1|UCCLBBS124_1029	GCA_015238595.1|GNY08_04995	GCA_021384555.1|LL945_08415	GCA_021384445.1|LL939_09130	GCA_000807975.1|L747_04300	GCA_021384405.1|LL937_08505	GCA_006228265.1|UCCLB95_0957	GCA_006538845.1|LBR02_03970	GCA_021384505.1|LL942_08150	GCA_021384415.1|LLM24_08890	GCA_002117375.1|AZI12_05770	GCA_002532155.1|OJNHFJDN_02028	GCA_002017995.1|LG101_05005	GCA_006228245.1|UCCLB556_0928	GCA_025194545.1|EFS11_12560	GCA_000833405.1|N624_2088	GCA_025194305.1|EFR96_09655	GCA_024330045.1|NMO39_01650	GCA_900116995.1|IKIEPMFM_00945	GCA_021384615.1|LL936_07390	GCA_006228225.1|SAC12_1040	GCA_021384515.1|LL938_08590	GCA_003184305.1|CCS05_05770
GCA_021384495.1|LL934_11845	GCA_002117345.1|AZI11_12160	GCA_900116975.1|HKAJCJDL_00903	GCA_900117025.1|PHHBCBHJ_00735	GCA_025194405.1|EFS18_05205	GCA_030378305.1|QTN53_11230	GCA_006228285.1|UCCLBBS449_2359	GCA_025194515.1|EFS12_02305	GCA_002532155.1|OJNHFJDN_00527	GCF_001010995.1|AAX72_RS04220	GCA_026410225.1|OSJ94_07725	GCA_902386565.1|JIJAMNCH_00866	GCA_021384615.1|LL936_10950	GCA_021384405.1|LL937_06125	GCA_900116995.1|IKIEPMFM_01240	GCA_925279105.1|FBDNDNPJ_02289	GCA_002117225.1|AZI09_00840	GCA_039839865.1|ABGN26_02890	GCA_021384445.1|LL939_07105	GCA_006538905.1|LBR03_12850	GCA_000807975.1|L747_12825	GCA_023744035.1|NE295_03260	GCA_025194305.1|EFR96_10040	GCA_026626025.1|ORR04_09260	GCF_001923045.1|ADT67_RS05970	GCA_006228265.1|UCCLB95_2216	GCA_024330045.1|NMO39_09720	GCA_021384505.1|LL942_06665	GCA_025194465.1|EFS17_10940	GCA_026622905.1|HJNLGKMP_02039	GCA_900117045.1|KIFFLEHN_00140	GCA_006538845.1|LBR02_19830	GCA_002117325.1|AZI10_00835	GCA_021384395.1|LL940_06945	GCA_025447255.1|N7L94_11500	GCA_009741845.1|GII22_11205	GCA_003184305.1|CCS05_11520	GCA_021384565.1|LL941_06130	GCA_002117375.1|AZI12_12190	GCA_021384595.1|LL943_06430	GCA_020741515.1|K8V89_00460	GCA_900117015.1|BBJIONDP_01921	GCA_000833405.1|N624_0208	GCA_015238595.1|GNY08_11290	GCA_006228245.1|UCCLB556_2133	GCA_021384515.1|LL938_06205	GCA_025194385.1|EFS16_05200	GCA_900116945.1|NDEPAJBD_02325	GCA_020509325.1|IAX23_07160	GCA_021384555.1|LL945_06750	GCA_002017995.1|LG101_10710	GCA_006228225.1|SAC12_2263	GCA_006228205.1|UCCLBBS124_2367	GCA_006228305.1|UCCLB521_2028	GCA_025194545.1|EFS11_03565	GCA_021384415.1|LLM24_06515
GCA_030378305.1|QTN53_01235	GCA_021384405.1|LL937_04315	GCA_006538905.1|LBR03_01760	GCA_021384615.1|LL936_07505	GCA_003184305.1|CCS05_01670	GCF_001923045.1|ADT67_RS10800	GCA_026410225.1|OSJ94_10190	GCA_025194545.1|EFS11_01965	GCA_025194305.1|EFR96_01955	GCA_021383565.1|KB236_10595	GCA_900117025.1|PHHBCBHJ_01791	GCA_015238595.1|GNY08_01130	GCA_020741515.1|K8V89_03730	GCA_023744035.1|NE295_05090	GCA_006228265.1|UCCLB95_0254	GCA_900117015.1|BBJIONDP_00623	GCA_006228245.1|UCCLB556_0240	GCA_900116975.1|HKAJCJDL_00760	GCF_001010995.1|AAX72_RS02275	GCA_002117375.1|AZI12_01495	GCA_902386565.1|JIJAMNCH_00471	GCA_039839865.1|ABGN26_10885	GCA_025194465.1|EFS17_04445	GCA_021384555.1|LL945_01150	GCA_025194385.1|EFS16_00630	GCA_025194515.1|EFS12_03465	GCA_021384595.1|LL943_03565	GCA_021384515.1|LL938_04330	GCA_021384395.1|LL940_01785	GCA_020509325.1|IAX23_06035	GCA_900116945.1|NDEPAJBD_01406	GCA_025447255.1|N7L94_01360	GCA_021384565.1|LL941_04315	GCA_006228285.1|UCCLBBS449_0296	GCA_900117045.1|KIFFLEHN_02787	GCA_026622905.1|HJNLGKMP_00237	GCA_002117325.1|AZI10_11235	GCA_002017995.1|LG101_01140	GCA_021384415.1|LLM24_04330	GCA_021384505.1|LL942_00895	GCA_002117345.1|AZI11_01485	GCA_006228225.1|SAC12_0246	GCA_009741845.1|GII22_04680	GCA_900116995.1|IKIEPMFM_00699	GCA_006228205.1|UCCLBBS124_0307	GCA_025194405.1|EFS18_01150	GCA_021384445.1|LL939_04350	GCA_006228305.1|UCCLB521_0230	GCA_021384495.1|LL934_01200	GCA_006538845.1|LBR02_18660	GCA_925279105.1|FBDNDNPJ_00396	GCA_000833405.1|N624_0714	GCA_026626025.1|ORR04_07430	GCA_002532155.1|OJNHFJDN_02202	GCA_024330045.1|NMO39_03725	GCA_000807975.1|L747_09985
GCA_021384555.1|LL945_03440	GCA_002017995.1|LG101_08275	GCA_026626025.1|ORR04_04905	GCA_021384565.1|LL941_02440	GCA_021384515.1|LL938_02190	GCA_000833405.1|N624_1575	GCA_000807975.1|L747_07590	GCA_025194385.1|EFS16_02760	GCA_023744035.1|NE295_00935	GCA_900117015.1|BBJIONDP_01733	GCA_030378305.1|QTN53_08690	GCA_026410225.1|OSJ94_06785	GCA_009741845.1|GII22_01805	GCA_006228265.1|UCCLB95_0618	GCA_002117225.1|AZI09_03335	GCF_001010995.1|AAX72_RS00360	GCA_006228285.1|UCCLBBS449_1835	GCA_006538905.1|LBR03_20900	GCA_902386565.1|JIJAMNCH_00070	GCA_002117345.1|AZI11_09505	GCA_925279105.1|FBDNDNPJ_00073	GCA_006228305.1|UCCLB521_1541	GCA_020509325.1|IAX23_03960	GCA_025194515.1|EFS12_09850	GCA_015238595.1|GNY08_08880	GCA_020741515.1|K8V89_10305	GCA_025194305.1|EFR96_08565	GCA_003184305.1|CCS05_09060	GCA_002117375.1|AZI12_09565	GCA_025194405.1|EFS18_03740	GCA_002532155.1|OJNHFJDN_01498	GCA_006228245.1|UCCLB556_1611	GCA_021384615.1|LL936_02315	GCA_021384595.1|LL943_09900	GCA_006538845.1|LBR02_19400	GCA_021384405.1|LL937_02440	GCA_006228225.1|SAC12_1768	GCA_900116975.1|HKAJCJDL_00936	GCA_025194465.1|EFS17_02160	GCA_024330045.1|NMO39_04875	GCA_021384395.1|LL940_03645	GCA_900116945.1|NDEPAJBD_02087	GCA_900117025.1|PHHBCBHJ_01186	GCA_900116995.1|IKIEPMFM_00393	GCA_021384445.1|LL939_02760	GCA_021384505.1|LL942_03440	GCA_021384495.1|LL934_09835	GCA_002117325.1|AZI10_03305	GCA_025447255.1|N7L94_08900	GCA_021384415.1|LLM24_02445	GCA_900117045.1|KIFFLEHN_01619	GCF_001923045.1|ADT67_RS07655	GCA_026622905.1|HJNLGKMP_01761	GCA_039839865.1|ABGN26_00510	GCA_006228205.1|UCCLBBS124_1803	GCA_025194545.1|EFS11_06690
GCA_900117015.1|BBJIONDP_00863	GCA_025194465.1|EFS17_10305	GCA_006228285.1|UCCLBBS449_1230	GCA_900117045.1|KIFFLEHN_00403	GCA_006228305.1|UCCLB521_1129	GCA_021384555.1|LL945_02715	GCA_900116995.1|IKIEPMFM_01421	GCA_002117375.1|AZI12_06965	GCA_015238595.1|GNY08_06045	GCA_006228245.1|UCCLB556_1135	GCA_006538845.1|LBR02_08630	GCA_026622905.1|HJNLGKMP_00576	GCA_021384515.1|LL938_01890	GCF_001010995.1|AAX72_RS06785	GCA_002117325.1|AZI10_06265	GCA_021384445.1|LL939_02440	GCA_000833405.1|N624_1837	GCA_021384495.1|LL934_02950	GCA_925279105.1|FBDNDNPJ_01988	GCA_026626025.1|ORR04_02335	GCA_023744035.1|NE295_09680	GCA_030378305.1|QTN53_06045	GCA_006228265.1|UCCLB95_1156	GCA_026410225.1|OSJ94_08775	GCA_039839865.1|ABGN26_05600	GCA_021384415.1|LLM24_01885	GCA_021384565.1|LL941_01880	GCA_000807975.1|L747_05315	GCA_002117345.1|AZI11_06915	GCA_900116975.1|HKAJCJDL_01330	GCA_021384615.1|LL936_01405	GCA_002117225.1|AZI09_05925	GCA_006228205.1|UCCLBBS124_1273	GCF_001923045.1|ADT67_RS03055	GCA_025194385.1|EFS16_09610	GCA_900117025.1|PHHBCBHJ_00820	GCA_025194515.1|EFS12_11810	GCA_900116945.1|NDEPAJBD_01647	GCA_025194545.1|EFS11_13055	GCA_021384595.1|LL943_01710	GCA_025194305.1|EFR96_01260	GCA_009741845.1|GII22_09905	GCA_006228225.1|SAC12_1246	GCA_025447255.1|N7L94_06365	GCA_025194405.1|EFS18_04160	GCA_021384395.1|LL940_02920	GCA_021384505.1|LL942_02715	GCA_020509325.1|IAX23_12155	GCA_020741515.1|K8V89_08315	GCA_002017995.1|LG101_06050	GCA_021384405.1|LL937_02020	GCA_902386565.1|JIJAMNCH_01401	GCA_024330045.1|NMO39_01095	GCA_003184305.1|CCS05_06890	GCA_006538905.1|LBR03_04630	GCA_002532155.1|OJNHFJDN_02308
GCA_006538845.1|LBR02_19340	GCA_902386565.1|JIJAMNCH_00076	GCA_021384405.1|LL937_02470	GCA_024330045.1|NMO39_04845	GCF_001923045.1|ADT67_RS07625	GCA_006228305.1|UCCLB521_1547	GCA_002117325.1|AZI10_03275	GCA_026626025.1|ORR04_04935	GCA_020741515.1|K8V89_10335	GCA_021384495.1|LL934_09805	GCA_025447255.1|N7L94_08930	GCA_900116995.1|IKIEPMFM_00399	GCA_021384415.1|LLM24_02475	GCA_030378305.1|QTN53_08720	GCA_900117045.1|KIFFLEHN_01625	GCA_026410225.1|OSJ94_06820	GCA_025194515.1|EFS12_09880	GCA_900116975.1|HKAJCJDL_00942	GCA_900117015.1|BBJIONDP_01739	GCA_021384565.1|LL941_02470	GCA_000833405.1|N624_1663	GCA_002117345.1|AZI11_09535	GCA_006228205.1|UCCLBBS124_1809	GCA_002532155.1|OJNHFJDN_01504	GCA_006228285.1|UCCLBBS449_1841	GCA_021384555.1|LL945_03470	GCA_025194465.1|EFS17_02190	GCA_000807975.1|L747_07620	GCA_026622905.1|HJNLGKMP_01767	GCA_021384595.1|LL943_09930	GCA_020509325.1|IAX23_03930	GCA_002017995.1|LG101_08305	GCA_009741845.1|GII22_01775	GCA_021384515.1|LL938_02160	GCA_025194545.1|EFS11_06720	GCA_006228225.1|SAC12_1774	GCA_021384445.1|LL939_02730	GCA_002117375.1|AZI12_09595	GCA_025194385.1|EFS16_02730	GCA_015238595.1|GNY08_08910	GCA_003184305.1|CCS05_09090	GCA_900117025.1|PHHBCBHJ_01192	GCA_002117225.1|AZI09_03305	GCA_006228265.1|UCCLB95_0612	GCA_021384615.1|LL936_02345	GCA_021384395.1|LL940_03675	GCA_021384505.1|LL942_03470	GCA_025194405.1|EFS18_03710	GCA_006228245.1|UCCLB556_1617	GCA_925279105.1|FBDNDNPJ_00079	GCA_039839865.1|ABGN26_00480	GCA_900116945.1|NDEPAJBD_02093	GCA_006538905.1|LBR03_20840	GCA_025194305.1|EFR96_08535	GCA_023744035.1|NE295_00965	GCF_001010995.1|AAX72_RS00390
GCA_021384515.1|LL938_03200	GCA_025194385.1|EFS16_08445	GCA_006538905.1|LBR03_01410	GCA_900117025.1|PHHBCBHJ_01503	GCA_021384495.1|LL934_01030	GCA_006228265.1|UCCLB95_0288	GCF_001923045.1|ADT67_RS03355	GCA_900116995.1|IKIEPMFM_02527	GCA_025447255.1|N7L94_01535	GCA_039839865.1|ABGN26_00965	GCA_000833405.1|N624_0769	GCA_023744035.1|NE295_05260	GCA_002117345.1|AZI11_01655	GCA_006228225.1|SAC12_0281	GCA_026622905.1|HJNLGKMP_00178	GCA_900116945.1|NDEPAJBD_00216	GCA_021384415.1|LLM24_03375	GCA_025194405.1|EFS18_11935	GCA_002117325.1|AZI10_11040	GCA_025194515.1|EFS12_05620	GCA_006538845.1|LBR02_12590	GCA_002532155.1|OJNHFJDN_02401	GCA_900117015.1|BBJIONDP_02428	GCA_021384555.1|LL945_00980	GCA_902386565.1|JIJAMNCH_01915	GCA_020509325.1|IAX23_06210	GCA_006228205.1|UCCLBBS124_0343	GCA_000807975.1|L747_09805	GCA_002117375.1|AZI12_01665	GCA_900116975.1|HKAJCJDL_00560	GCA_009741845.1|GII22_04505	GCA_021384615.1|LL936_00855	GCA_021384565.1|LL941_03190	GCA_026410225.1|OSJ94_07250	GCA_021384395.1|LL940_01615	GCF_001010995.1|AAX72_RS09245	GCA_015238595.1|GNY08_01315	GCA_021384445.1|LL939_03450	GCA_900117045.1|KIFFLEHN_00501	GCA_026626025.1|ORR04_07245	GCA_006228245.1|UCCLB556_0277	GCA_925279105.1|FBDNDNPJ_00432	GCA_025194545.1|EFS11_02140	GCA_003184305.1|CCS05_01865	GCA_030378305.1|QTN53_01425	GCA_002017995.1|LG101_01315	GCA_006228285.1|UCCLBBS449_0334	GCA_025194305.1|EFR96_01780	GCA_002117225.1|AZI09_10685	GCA_006228305.1|UCCLB521_0269	GCA_025194465.1|EFS17_05820	GCA_021384505.1|LL942_01065	GCA_020741515.1|K8V89_03915	GCA_021384595.1|LL943_02470	GCA_024330045.1|NMO39_03550	GCA_021384405.1|LL937_03190
